27.8143	7.942857143	37
27.5714	12.42857143	36
28.2857	4.828571429	24
28.7286	1.657142857	38
28.8571	2.142857143	38
27.7000	9.971428571	56
27.5143	13.8	55
28.1000	10.17142857	74
29.2571	5.914285714	62
28.1000	5.6	63
26.7714	8.371428571	64
26.7714	5.742857143	52
27.9286	1.742857143	75
28.0429	2.485714286	55
28.4714	3.8	59
27.8143	1.285714286	75
27.4857	1.971428571	56
28.3143	0.342857143	44
28.5286	1.914285714	41
27.8714	5.257142857	56
27.2714	8.742857143	50
26.8000	21.31428571	59
28.0429	0.285714286	42
27.3857	8.685714286	66
28.8429	0	75
27.9857	4.571428571	75
26.3857	12.05714286	49
27.8143	4.485714286	63
27.3571	5.828571429	40
26.8857	5.342857143	51
27.1000	21.14285714	51
27.0143	15.97142857	60
27.2429	15.02857143	78
27.0429	7.257142857	75
26.8714	7.542857143	71
26.6286	15.91428571	78
27.9571	1.714285714	97
27.6857	6.228571429	109
28.2000	1.285714286	114
27.8714	7.457142857	107
26.9429	9.371428571	127
27.0857	0.057142857	160
27.7286	0.057142857	205
28.0143	0.171428571	245
27.5714	2.485714286	207
28.0429	0	221
27.9714	0.028571429	179
28.3429	2.685714286	135
28.5857	0	232
28.5429	7.257142857	181
28.0857	7.285714286	156
28.2286	11.8	133
28.7714	0.8	109
28.8286	7.571428571	96
27.8429	10.68571429	99
29.2286	3.485714286	108
28.7143	15.08571429	125
28.1714	2.457142857	134
28.9714	1.171428571	156
27.9000	19.57142857	192
27.7143	6.428571429	287
27.9857	5.657142857	307
28.0286	3.657142857	376
28.5000	3.914285714	400
28.3714	1.057142857	396
28.2857	1.028571429	464
28.1571	1.342857143	430
28.3857	2.371428571	492
28.3714	0.171428571	591
28.4286	0	661
28.5857	0.8	644
28.1286	3.4	601
27.9857	2.571428571	597
28.5000	1.428571429	521
28.2714	0	522
28.4000	0	474
27.5571	8.028571429	412
27.3857	1.771428571	326
28.7714	0	314
27.9000	4.828571429	299
27.5714	8.342857143	258
28.2143	3	243
28.5429	1.371428571	226
28.0857	1.114285714	239
26.8143	6.685714286	241
27.1857	14.31428571	306
26.5000	4.685714286	321
24.7333	21.14285714	372
26.7800	7.7	329
27.4571	0.4	295
26.9857	2.285714286	280
27.2714	1.2	257
27.3571	4.457142857	226
27.7571	2.571428571	290
27.2429	10.22857143	302
26.9571	11.22857143	342
27.8571	0.342857143	402
27.2571	3.2	307
28.0143	0	370
27.9286	4.885714286	400
28.7286	0.257142857	378
27.7286	5.257142857	380
28.7000	5.057142857	373
28.3429	10.62857143	375
28.6000	3.114285714	389
29.3167	0.685714286	367
27.7714	11.97142857	377
27.9714	14.54285714	315
29.0800	9.566666667	341
29.0000	3.771428571	360
28.7571	12.34285714	399
28.3800	10.24	390
27.7004	6.079551821	502
