27.1286	0.428571429	74
25.7714	3.8	64
27.1286	11.37142857	60
26.3143	5.228571429	50
26.2857	10.85714286	84
27.3714	0	87
26.8857	2.228571429	65
27.1429	2.457142857	50
26.8143	6.114285714	55
27.0714	7.171428571	45
26.3000	11.31428571	64
27.7000	5.971428571	72
27.1571	10.71428571	48
27.3000	11.77142857	52
27.2143	5.942857143	81
27.6286	6.628571429	77
28.2000	8.142857143	64
28.1143	5.571428571	86
27.8714	10.02857143	96
28.4714	7.171428571	80
28.4429	5.371428571	80
28.0714	1.8	81
28.5000	6.514285714	99
28.9714	0	87
28.6857	1.028571429	128
28.3571	0.714285714	151
27.1857	11.42857143	140
27.2429	1.657142857	131
27.0857	1.742857143	124
28.4143	0.828571429	110
27.7286	14.77142857	94
27.9429	0	127
28.0857	0.342857143	115
27.8000	0.342857143	92
26.8429	6.942857143	102
27.4857	1.257142857	75
27.5429	0.2	73
28.3714	1.257142857	72
27.8143	10.17142857	99
28.2714	4.971428571	103
27.7143	5.485714286	122
26.8429	15.2	105
28.1714	3.6	84
27.2143	16.02857143	104
26.5143	18.94285714	99
26.9714	16.14285714	87
27.1571	6.885714286	99
27.3000	7.6	80
26.8429	10.4	78
26.2857	17.34285714	104
26.0571	10.57142857	92
26.0857	2.828571429	111
26.4143	12.71428571	132
27.1000	16.68571429	204
26.1857	14.37142857	219
26.2571	1.171428571	264
27.4571	0	292
25.9429	29.37142857	322
25.3429	18.28571429	246
26.4286	4.542857143	294
27.3571	5.514285714	247
27.6286	6	272
27.6571	5.142857143	307
28.2429	4.285714286	305
28.3429	8.4	314
28.3000	9.028571429	402
28.1857	5.942857143	491
28.4857	12.74285714	505
27.8857	7.114285714	536
28.1857	2.971428571	547
27.8000	6.685714286	556
29.0429	3.885714286	611
28.5857	0.314285714	637
27.7286	8.428571429	742
28.1571	3.685714286	813
29.2714	2.6	805
29.9857	0.6	838
29.1429	3.885714286	802
27.6571	2.514285714	676
27.6429	13	540
27.3714	2.485714286	389
28.1429	1.314285714	305
27.7143	2.371428571	288
27.4000	12.62857143	255
27.3000	5.257142857	378
28.1143	0.057142857	338
27.8857	7.114285714	382
26.2000	35.17142857	449
27.0571	4.028571429	337
27.8571	2.628571429	370
28.1714	6.628571429	402
27.5143	3.742857143	439
27.8000	9.342857143	435
27.9571	20.51428571	371
27.3286	12.11428571	495
26.8571	8.8	457
27.2143	8.485714286	401
26.7429	7.314285714	442
27.0857	7.914285714	365
27.0429	13.57142857	372
25.6000	11.48571429	347
26.8429	6.2	380
26.5714	8.971428571	371
26.3800	0.2	414
26.6750	4.92	436
26.1286	5.371428571	479
26.0000	0.028571429	401
25.5286	0	336
25.8714	0	234
26.2857	0	273
27.3571	0.057142857	369
27.3429	0	193
27.0143	0	186
27.4143	0	209
27.7571	0.542857143	224
26.5143	13.71428571	210
28.1143	0	225
28.2286	10.62857143	240
27.8857	0.657142857	244
28.1857	21.51428571	235
27.9857	1.628571429	282
28.6286	8.057142857	251
28.8000	4.457142857	261
28.5857	6	291
27.5571	16.85714286	427
28.4143	5.228571429	456
28.0714	5.085714286	458
29.1286	3	506
29.3286	4.885714286	550
28.7143	1.685714286	671
28.1143	3.885714286	888
27.8857	10.08571429	818
28.8000	2.342857143	744
29.1714	0	633
27.9143	20.28571429	484
27.5286	2.6	545
26.9714	5.742857143	438
27.9143	8.971428571	418
26.7714	15.54285714	367
27.8286	5.742857143	339
28.3000	4.514285714	362
28.5143	1.485714286	396
28.1714	2.514285714	344
28.6143	2.714285714	339
28.4143	0	278
28.0714	9.085714286	297
28.0429	0.742857143	213
28.3429	8.028571429	186
28.0000	16.08571429	168
27.0714	3.514285714	158
26.9143	5.885714286	149
27.2000	17.57142857	162
27.4286	5.342857143	212
27.4857	15.54285714	177
26.8571	12.74285714	198
26.1571	20.05714286	188
25.8714	1.085714286	158
26.2571	15.42857143	256
26.9571	1.285714286	228
26.4429	0.4	237
26.7857	0.314285714	259
25.9286	2.971428571	212
26.4000	0	173
27.0571	4.085714286	99
27.3143	4.6	172
27.8000	0	189
27.2143	3.657142857	110
27.7571	4.485714286	91
28.1000	8.028571429	129
27.5429	10.14285714	90
28.5429	1.171428571	107
28.8286	2.4	137
27.9714	5	113
27.6000	8.285714286	120
28.3286	11.14285714	135
28.6714	6.628571429	157
28.5143	4.028571429	109
28.7000	1.828571429	178
28.8571	0.771428571	151
27.8571	4.6	192
28.0286	0.542857143	207
29.2286	0	240
28.6143	3.6	242
28.6857	4.114285714	272
28.7429	2.428571429	263
29.0143	0	293
27.9143	0.571428571	250
27.1286	23.94285714	226
27.8286	2.342857143	221
28.3429	1.885714286	250
28.4000	3.228571429	225
28.6000	0.285714286	246
27.9857	0	217
27.9143	10.8	303
28.5286	0.342857143	214
27.9714	11.51428571	257
28.3000	6.142857143	235
29.0429	0	235
28.8571	0.6	224
27.8857	4.428571429	246
27.7000	4.657142857	266
27.5714	5.514285714	198
27.3714	8.485714286	254
27.3286	10.71428571	285
27.5000	13.97142857	259
27.3429	27.88571429	356
27.0429	3.114285714	333
27.8833	3.828571429	372
26.7857	7.828571429	458
27.7286	2.371428571	549
28.0429	7.885714286	628
27.6000	10.25714286	635
27.8571	2.628571429	629
27.7000	9.228571429	528
26.7857	6.428571429	420
27.0571	14.37142857	592
27.3286	1.314285714	508
27.9286	0.028571429	412
28.2000	10.65714286	396
28.2857	5.371428571	373
28.5429	0.942857143	306
28.9429	0	376
28.5143	2.771428571	290
29.2429	4.571428571	225
29.2143	10.05714286	231
28.5857	5.6	244
29.3857	0.2	181
28.6714	11.65714286	217
28.4143	2.6	212
28.8857	7.314285714	198
28.0714	7.4	219
28.3571	4.028571429	159
27.7571	4.771428571	192
27.8571	6.114285714	215
29.2857	0	234
29.0714	2.114285714	246
27.9000	3.828571429	223
26.6714	14.71428571	266
27.4429	2.942857143	221
27.9286	2.685714286	211
28.9600	0.066666667	197
26.1667	19.26666667	86
28.2000	0.428571429	59
27.8857	0	81
25.5429	26.14285714	72
26.0857	0.885714286	64
26.9571	2.857142857	70
26.5714	9.142857143	90
26.6143	1.542857143	74
26.5857	4.085714286	66
25.9714	9.571428571	62
26.8714	3.428571429	77
27.6000	4.714285714	51
27.8714	10.8	54
26.7571	6.114285714	41
27.6500	6.066666667	32
26.2000	5.6	32
28.4750	0.95	37
27.9714	9.314285714	32
28.8143	4.314285714	51
27.5571	13.31428571	37
28.8857	4.657142857	42
28.8286	1.914285714	48
28.2000	8.057142857	48
27.8400	8.166666667	50
27.9500	2.68	63
26.9429	7.285714286	53
27.6000	10.68571429	51
27.7857	3.428571429	66
28.3857	1.2	60
27.5714	4.657142857	56
27.4857	8.12	52
27.7000	5.9	51
27.5714	4.085714286	33
27.2000	13.22857143	40
28.4571	6.485714286	53
29.1714	2.828571429	58
27.3286	10.08571429	39
27.4000	9.771428571	51
26.4286	16.82857143	55
27.4286	2.6	62
26.4600	12.96666667	77
28.0714	0.771428571	62
26.8571	3.828571429	44
26.9857	6.857142857	50
26.9143	6.342857143	24
26.0500	24.4	37
26.4333	22.36666667	33
24.1000	7.2	40
26.9143	8.142857143	51
26.6857	9.428571429	66
26.5857	1.457142857	83
26.5000	0	68
27.2000	0	54
26.9143	1.4	45
27.6571	8.8	48
27.1286	2.028571429	50
28.1000	4.257142857	28
27.2714	5.057142857	38
27.5000	2.571428571	51
27.9857	4.371428571	37
