0.428571429	74
3.8	64
11.37142857	60
5.228571429	50
10.85714286	84
0	87
2.228571429	65
2.457142857	50
6.114285714	55
7.171428571	45
11.31428571	64
5.971428571	72
10.71428571	48
11.77142857	52
5.942857143	81
6.628571429	77
8.142857143	64
5.571428571	86
10.02857143	96
7.171428571	80
5.371428571	80
1.8	81
6.514285714	99
0	87
1.028571429	128
0.714285714	151
11.42857143	140
1.657142857	131
1.742857143	124
0.828571429	110
14.77142857	94
0	127
0.342857143	115
0.342857143	92
6.942857143	102
1.257142857	75
0.2	73
1.257142857	72
10.17142857	99
4.971428571	103
5.485714286	122
15.2	105
3.6	84
16.02857143	104
18.94285714	99
16.14285714	87
6.885714286	99
7.6	80
10.4	78
17.34285714	104
10.57142857	92
2.828571429	111
12.71428571	132
16.68571429	204
14.37142857	219
1.171428571	264
0	292
29.37142857	322
18.28571429	246
4.542857143	294
5.514285714	247
6	272
5.142857143	307
4.285714286	305
8.4	314
9.028571429	402
5.942857143	491
12.74285714	505
7.114285714	536
2.971428571	547
6.685714286	556
3.885714286	611
0.314285714	637
8.428571429	742
3.685714286	813
2.6	805
0.6	838
3.885714286	802
2.514285714	676
13	540
2.485714286	389
1.314285714	305
2.371428571	288
12.62857143	255
5.257142857	378
0.057142857	338
7.114285714	382
35.17142857	449
4.028571429	337
2.628571429	370
6.628571429	402
3.742857143	439
9.342857143	435
20.51428571	371
12.11428571	495
8.8	457
8.485714286	401
7.314285714	442
7.914285714	365
13.57142857	372
11.48571429	347
6.2	380
8.971428571	371
0.2	414
4.92	436
5.371428571	479
0.028571429	401
0	336
0	234
0	273
0.057142857	369
0	193
0	186
0	209
0.542857143	224
13.71428571	210
0	225
10.62857143	240
0.657142857	244
21.51428571	235
1.628571429	282
8.057142857	251
4.457142857	261
6	291
16.85714286	427
5.228571429	456
5.085714286	458
3	506
4.885714286	550
1.685714286	671
3.885714286	888
10.08571429	818
2.342857143	744
0	633
20.28571429	484
2.6	545
5.742857143	438
8.971428571	418
15.54285714	367
5.742857143	339
4.514285714	362
1.485714286	396
2.514285714	344
2.714285714	339
0	278
9.085714286	297
0.742857143	213
8.028571429	186
16.08571429	168
3.514285714	158
5.885714286	149
17.57142857	162
5.342857143	212
15.54285714	177
12.74285714	198
20.05714286	188
1.085714286	158
15.42857143	256
1.285714286	228
0.4	237
0.314285714	259
2.971428571	212
0	173
4.085714286	99
4.6	172
0	189
3.657142857	110
4.485714286	91
8.028571429	129
10.14285714	90
1.171428571	107
2.4	137
5	113
8.285714286	120
11.14285714	135
6.628571429	157
4.028571429	109
1.828571429	178
0.771428571	151
4.6	192
0.542857143	207
0	240
3.6	242
4.114285714	272
2.428571429	263
0	293
0.571428571	250
23.94285714	226
2.342857143	221
1.885714286	250
3.228571429	225
0.285714286	246
0	217
10.8	303
0.342857143	214
11.51428571	257
6.142857143	235
0	235
0.6	224
4.428571429	246
4.657142857	266
5.514285714	198
8.485714286	254
10.71428571	285
13.97142857	259
27.88571429	356
3.114285714	333
3.828571429	372
7.828571429	458
2.371428571	549
7.885714286	628
10.25714286	635
2.628571429	629
9.228571429	528
6.428571429	420
14.37142857	592
1.314285714	508
0.028571429	412
10.65714286	396
5.371428571	373
0.942857143	306
0	376
2.771428571	290
4.571428571	225
10.05714286	231
5.6	244
0.2	181
11.65714286	217
2.6	212
7.314285714	198
7.4	219
4.028571429	159
4.771428571	192
6.114285714	215
0	234
2.114285714	246
3.828571429	223
14.71428571	266
2.942857143	221
2.685714286	211
0.066666667	197
19.26666667	86
0.428571429	59
0	81
26.14285714	72
0.885714286	64
2.857142857	70
9.142857143	90
1.542857143	74
4.085714286	66
9.571428571	62
3.428571429	77
4.714285714	51
10.8	54
6.114285714	41
6.066666667	32
5.6	32
0.95	37
