27.1286	74
25.7714	64
27.1286	60
26.3143	50
26.2857	84
27.3714	87
26.8857	65
27.1429	50
26.8143	55
27.0714	45
26.3000	64
27.7000	72
27.1571	48
27.3000	52
27.2143	81
27.6286	77
28.2000	64
28.1143	86
27.8714	96
28.4714	80
28.4429	80
28.0714	81
28.5000	99
28.9714	87
28.6857	128
28.3571	151
27.1857	140
27.2429	131
27.0857	124
28.4143	110
27.7286	94
27.9429	127
28.0857	115
27.8000	92
26.8429	102
27.4857	75
27.5429	73
28.3714	72
27.8143	99
28.2714	103
27.7143	122
26.8429	105
28.1714	84
27.2143	104
26.5143	99
26.9714	87
27.1571	99
27.3000	80
26.8429	78
26.2857	104
26.0571	92
26.0857	111
26.4143	132
27.1000	204
26.1857	219
26.2571	264
27.4571	292
25.9429	322
25.3429	246
26.4286	294
27.3571	247
27.6286	272
27.6571	307
28.2429	305
28.3429	314
28.3000	402
28.1857	491
28.4857	505
27.8857	536
28.1857	547
27.8000	556
29.0429	611
28.5857	637
27.7286	742
28.1571	813
29.2714	805
29.9857	838
29.1429	802
27.6571	676
27.6429	540
27.3714	389
28.1429	305
27.7143	288
27.4000	255
27.3000	378
28.1143	338
27.8857	382
26.2000	449
27.0571	337
27.8571	370
28.1714	402
27.5143	439
27.8000	435
27.9571	371
27.3286	495
26.8571	457
27.2143	401
26.7429	442
27.0857	365
27.0429	372
25.6000	347
26.8429	380
26.5714	371
26.3800	414
26.6750	436
26.1286	479
26.0000	401
25.5286	336
25.8714	234
26.2857	273
27.3571	369
27.3429	193
27.0143	186
27.4143	209
27.7571	224
26.5143	210
28.1143	225
28.2286	240
27.8857	244
28.1857	235
27.9857	282
28.6286	251
28.8000	261
28.5857	291
27.5571	427
28.4143	456
28.0714	458
29.1286	506
29.3286	550
28.7143	671
28.1143	888
27.8857	818
28.8000	744
29.1714	633
27.9143	484
27.5286	545
26.9714	438
27.9143	418
26.7714	367
27.8286	339
28.3000	362
28.5143	396
28.1714	344
28.6143	339
28.4143	278
28.0714	297
28.0429	213
28.3429	186
28.0000	168
27.0714	158
26.9143	149
27.2000	162
27.4286	212
27.4857	177
26.8571	198
26.1571	188
25.8714	158
26.2571	256
26.9571	228
26.4429	237
26.7857	259
25.9286	212
26.4000	173
27.0571	99
27.3143	172
27.8000	189
27.2143	110
27.7571	91
28.1000	129
27.5429	90
28.5429	107
28.8286	137
27.9714	113
27.6000	120
28.3286	135
28.6714	157
28.5143	109
28.7000	178
28.8571	151
27.8571	192
28.0286	207
29.2286	240
28.6143	242
28.6857	272
28.7429	263
29.0143	293
27.9143	250
27.1286	226
27.8286	221
28.3429	250
28.4000	225
28.6000	246
27.9857	217
27.9143	303
28.5286	214
27.9714	257
28.3000	235
29.0429	235
28.8571	224
27.8857	246
27.7000	266
27.5714	198
27.3714	254
27.3286	285
27.5000	259
27.3429	356
27.0429	333
27.8833	372
26.7857	458
27.7286	549
28.0429	628
27.6000	635
27.8571	629
27.7000	528
26.7857	420
27.0571	592
27.3286	508
27.9286	412
28.2000	396
28.2857	373
28.5429	306
28.9429	376
28.5143	290
29.2429	225
29.2143	231
28.5857	244
29.3857	181
28.6714	217
28.4143	212
28.8857	198
28.0714	219
28.3571	159
27.7571	192
27.8571	215
29.2857	234
29.0714	246
27.9000	223
26.6714	266
27.4429	221
27.9286	211
28.9600	197
26.1667	86
28.2000	59
27.8857	81
25.5429	72
26.0857	64
26.9571	70
26.5714	90
26.6143	74
26.5857	66
25.9714	62
26.8714	77
27.6000	51
27.8714	54
26.7571	41
27.6500	32
28.4750	37
27.9714	32
28.8143	51
27.5571	37
28.8857	42
28.8286	48
28.2000	48
27.8400	50
27.9500	63
26.9429	53
27.6000	51
27.7857	66
28.3857	60
27.5714	56
27.4857	52
27.7000	51
27.5714	33
27.2000	40
28.4571	53
29.1714	58
27.3286	39
27.4000	51
26.4286	55
27.4286	62
26.4600	77
28.0714	62
26.8571	44
26.9857	50
26.9143	24
26.0500	37
26.4333	33
24.1000	40
26.9143	51
26.6857	66
26.5857	83
26.5000	68
27.2000	54
26.9143	45
27.6571	48
27.1286	50
28.1000	28
27.2714	38
27.5000	51
27.9857	37
27.8143	37
27.5714	36
28.2857	24
28.7286	38
28.8571	38
27.7000	56
27.5143	55
28.1000	74
29.2571	62
28.1000	63
26.7714	64
26.7714	52
27.9286	75
28.0429	55
28.4714	59
27.8143	75
27.4857	56
28.3143	44
28.5286	41
27.8714	56
27.2714	50
26.8000	59
28.0429	42
27.3857	66
28.8429	75
27.9857	75
26.3857	49
27.8143	63
27.3571	40
26.8857	51
27.1000	51
27.0143	60
27.2429	78
27.0429	75
26.8714	71
26.6286	78
27.9571	97
27.6857	109
28.2000	114
27.8714	107
26.9429	127
27.0857	160
